X_id,operator_registration_number,postal_code,ward_number,ward_name
1711860,STR-2202-HDLDVJ,M4E,19,Beaches-East York
1711861,STR-2202-HTYDVL,M5R,12,Toronto-St. Paul's
1711862,STR-2202-FHPRVB,M5T,10,Spadina-Fort York
1711863,STR-2202-GGHRVF,M5V,10,Spadina-Fort York
1711864,STR-2202-GPPRVG,M4L,19,Beaches-East York
1711865,STR-2202-GWVRVH,M4P,15,Don Valley West
1711866,STR-2202-HFBRVJ,M9R,1,Etobicoke North
1711867,STR-2202-HMHRVK,M6R,4,Parkdale-High Park
1711868,STR-2202-HVPRVL,M2N,18,Willowdale
1711869,STR-2202-FJFDVB,M6K,4,Parkdale-High Park
1711870,STR-2202-FRLDVC,M4S,12,Toronto-St. Paul's
1711871,STR-2202-FYSDVD,M6H,9,Davenport
1711872,STR-2202-GGYDVF,M5V,10,Spadina-Fort York
1711873,STR-2202-GQFDVG,M5V,10,Spadina-Fort York
1711874,STR-2202-GXLDVH,M5S,13,Toronto Centre
1711875,STR-2202-HMYDVK,M5V,10,Spadina-Fort York
1711876,STR-2202-HWFDVL,M5J,10,Spadina-Fort York
1711877,STR-2202-FJVRVB,M3H,6,York Centre
1711878,STR-2202-FSBRVC,M4C,19,Beaches-East York
1711879,STR-2202-FZHRVD,M2N,18,Willowdale
1711880,STR-2202-GHPRVF,M1M,20,Scarborough Southwest
1711881,STR-2202-GQVRVG,M5A,13,Toronto Centre
1711882,STR-2202-GYBRVH,M6J,11,University-Rosedale
1711883,STR-2202-HGHRVJ,M6G,11,University-Rosedale
1711884,STR-2202-HPPRVK,M5J,10,Spadina-Fort York
1711885,STR-2202-HWVRVL,M5R,11,University-Rosedale
1711886,STR-2202-JFBRVM,M2N,18,Willowdale
1711887,STR-2202-FKLDVB,M2M,18,Willowdale
1711888,STR-2202-FSSDVC,M6K,4,Parkdale-High Park
1711889,STR-2202-FZYDVD,M6N,5,York South-Weston
1711890,STR-2202-GRLDVG,M5V,10,Spadina-Fort York
1711891,STR-2202-GYSDVH,M4Y,13,Toronto Centre
1711892,STR-2202-HQFDVK,M5J,10,Spadina-Fort York
1711893,STR-2202-HXLDVL,M9B,3,Etobicoke-Lakeshore
1711894,STR-2202-FLBRVB,M5M,8,Eglinton-Lawrence
1711895,STR-2202-FTHRVC,M5J,10,Spadina-Fort York
1711896,STR-2202-GBPRVD,M9W,1,Etobicoke North
1711897,STR-2202-GJVRVF,M6H,9,Davenport
1711898,STR-2202-GZHRVH,M5V,10,Spadina-Fort York
1711899,STR-2202-HHPRVJ,M1L,20,Scarborough Southwest
1711900,STR-2202-HQVRVK,M4Y,13,Toronto Centre
1711901,STR-2202-HYBRVL,M6P,9,Davenport
1711902,STR-2202-JGHRVM,M4M,14,Toronto-Danforth
1711903,STR-2202-FTYDVC,M4C,19,Beaches-East York
1711904,STR-2202-GKLDVF,M9M,7,Humber River-Black Creek
1711905,STR-2202-GSSDVG,M6K,10,Spadina-Fort York
1711906,STR-2202-GZYDVH,M1E,24,Scarborough-Guildwood
1711907,STR-2202-HJFDVJ,M6E,9,Davenport
1711908,STR-2202-HRLDVK,M4M,14,Toronto-Danforth
1711909,STR-2202-HYSDVL,M5V,10,Spadina-Fort York
1711910,STR-2202-JGYDVM,M1N,20,Scarborough Southwest
1711911,STR-2202-FMJXVC,M1M,20,Scarborough Southwest
1711912,STR-2202-FVQXVD,M4L,14,Toronto-Danforth
1711913,STR-2202-GCWXVF,M4R,8,Eglinton-Lawrence
1711914,STR-2202-GTJXVH,M4V,12,Toronto-St. Paul's
1711915,STR-2206-HVZRVL,M6J,10,Spadina-Fort York
1711916,STR-2202-HBQXVJ,M6R,4,Parkdale-High Park
1711917,STR-2202-GDMKVF,M5R,11,University-Rosedale
1711918,STR-2202-GLTKVG,M4J,14,Toronto-Danforth
1711919,STR-2202-GTZKVH,M8Y,3,Etobicoke-Lakeshore
1711920,STR-2202-HCGKVJ,M5V,10,Spadina-Fort York
1711921,STR-2202-HKMKVK,M3N,7,Humber River-Black Creek
1711922,STR-2203-HSTKVL,M6N,5,York South-Weston
1711923,STR-2203-HZZKVM,M8Z,3,Etobicoke-Lakeshore
1711924,STR-2203-FGJXVB,M3B,16,Don Valley East
1711925,STR-2203-FPQXVC,M3K,6,York Centre
1711926,STR-2104-GRHKVG,M5B,13,Toronto Centre
1711927,STR-2203-FWWXVD,M5B,13,Toronto Centre
1711928,STR-2203-GVQXVH,M5T,11,University-Rosedale
1711929,STR-2203-HCWXVJ,M6H,9,Davenport
1711930,STR-2203-HLCXVK,M4X,13,Toronto Centre
1711931,STR-2203-JBQXVM,M9C,2,Etobicoke Centre
1711932,STR-2203-FGZKVB,M6K,4,Parkdale-High Park
1711933,STR-2203-FQGKVC,M4S,12,Toronto-St. Paul's
1711934,STR-2203-FXMKVD,M4L,19,Beaches-East York
1711935,STR-2203-GFTKVF,M5P,12,Toronto-St. Paul's
1711936,STR-2203-GMZKVG,M5V,10,Spadina-Fort York
1711937,STR-2203-HLTKVK,M2J,17,Don Valley North
1711938,STR-2203-HTZKVL,M5S,13,Toronto Centre
1711939,STR-2203-JCGKVM,M4C,19,Beaches-East York
1711940,STR-2203-FQWXVC,M5T,10,Spadina-Fort York
1711941,STR-2203-FYCXVD,M5J,10,Spadina-Fort York
1711942,STR-2203-GGJXVF,M4Y,13,Toronto Centre
1711943,STR-2203-GPQXVG,M5J,10,Spadina-Fort York
1711944,STR-2203-GWWXVH,M9A,2,Etobicoke Centre
1711945,STR-2203-HMJXVK,M5A,13,Toronto Centre
1711946,STR-2203-HVQXVL,M6C,12,Toronto-St. Paul's
1711947,STR-2203-JCWXVM,M9B,3,Etobicoke-Lakeshore
1711948,STR-2203-FYTKVD,M8V,3,Etobicoke-Lakeshore
1711949,STR-2203-GGZKVF,M5V,10,Spadina-Fort York
1711950,STR-2203-HFTKVJ,M9B,2,Etobicoke Centre
1711951,STR-2203-HMZKVK,M5V,10,Spadina-Fort York
1711952,STR-2203-HWGKVL,M5P,12,Toronto-St. Paul's
1711953,STR-2203-JDMKVM,M5J,10,Spadina-Fort York
1711954,STR-2203-FJWXVB,M3L,7,Humber River-Black Creek
1711955,STR-2203-FZJXVD,M5J,10,Spadina-Fort York
1711956,STR-2203-GHQXVF,M6J,10,Spadina-Fort York
1711957,STR-2203-GQWXVG,M5V,10,Spadina-Fort York
1711958,STR-2203-GYCXVH,M6H,9,Davenport
1711959,STR-2203-HGJXVJ,M4G,15,Don Valley West
1711960,STR-2203-HPQXVK,M5T,10,Spadina-Fort York
1711961,STR-2203-FKMKVB,M4C,19,Beaches-East York
1711962,STR-2203-FSTKVC,M5V,10,Spadina-Fort York
1711963,STR-2203-FZZKVD,M6K,10,Spadina-Fort York
1711964,STR-2203-GJGKVF,M2K,17,Don Valley North
1711965,STR-2203-GYTKVH,M5J,10,Spadina-Fort York
1711966,STR-2203-HGZKVJ,M6K,4,Parkdale-High Park
1711967,STR-2203-HQGKVK,M5V,10,Spadina-Fort York
1711968,STR-2203-HXMKVL,M1N,20,Scarborough Southwest
1711969,STR-2203-JFTKVM,M6G,12,Toronto-St. Paul's
1711970,STR-2203-FLCXVB,M5S,11,University-Rosedale
1711971,STR-2203-FTJXVC,M4L,19,Beaches-East York
1711972,STR-2203-GSCXVG,M5V,10,Spadina-Fort York
1711973,STR-2203-HHQXVJ,M6J,10,Spadina-Fort York
1711974,STR-2203-HQWXVK,M1S,23,Scarborough North
1711975,STR-2203-HYCXVL,M5V,10,Spadina-Fort York
1711976,STR-2203-JGJXVM,M5E,10,Spadina-Fort York
1711977,STR-2203-FLTKVB,M6E,9,Davenport
1711978,STR-2203-FTZKVC,M6H,9,Davenport
1711979,STR-2203-GKMKVF,M3C,16,Don Valley East
1711980,STR-2203-GSTKVG,M3A,16,Don Valley East
1711981,STR-2203-GZZKVH,M6P,4,Parkdale-High Park
1711982,STR-2203-HJGKVJ,M6G,11,University-Rosedale
1711983,STR-2203-HRMKVK,M6K,4,Parkdale-High Park
1711984,STR-2203-JGZKVM,M5R,12,Toronto-St. Paul's
1711985,STR-2203-FDPVHB,M5V,10,Spadina-Fort York
1711986,STR-2203-FLVVHC,M4E,19,Beaches-East York
1711987,STR-2203-GCHVHF,M4P,15,Don Valley West
1711988,STR-2203-GKPVHG,M1M,20,Scarborough Southwest
1711989,STR-2203-GSVVHH,M6H,9,Davenport
1711990,STR-2203-HBBVHJ,M6J,10,Spadina-Fort York
1711991,STR-2203-HJHVHK,M6G,12,Toronto-St. Paul's
1711992,STR-2203-HRPVHL,M6J,10,Spadina-Fort York
1711993,STR-2203-HYVVHM,M2K,17,Don Valley North
1711994,STR-2203-FFFHHB,M2J,17,Don Valley North
1711995,STR-2203-GCYHHF,M4A,16,Don Valley East
1711996,STR-2203-GLFHHG,M1V,23,Scarborough North
1711997,STR-2203-HJYHHK,M4P,15,Don Valley West
1711998,STR-2203-HSFHHL,M5V,10,Spadina-Fort York
1711999,STR-2203-HZLHHM,M3C,16,Don Valley East
1712000,STR-2203-FFVVHB,M6P,4,Parkdale-High Park
1712001,STR-2203-FPBVHC,M5V,10,Spadina-Fort York
1712002,STR-2203-FWHVHD,M5V,10,Spadina-Fort York
1712003,STR-2203-GDPVHF,M8V,3,Etobicoke-Lakeshore
1712004,STR-2203-GLVVHG,M6P,4,Parkdale-High Park
1712005,STR-2203-GVBVHH,M2N,18,Willowdale
1712006,STR-2203-HCHVHJ,M5P,12,Toronto-St. Paul's
1712007,STR-2203-HKPVHK,M5V,10,Spadina-Fort York
1712008,STR-2203-HSVVHL,M4Y,13,Toronto Centre
1712009,STR-2203-FPSHHC,M6J,10,Spadina-Fort York
1712010,STR-2203-FWYHHD,M6K,10,Spadina-Fort York
1712011,STR-2203-GFFHHF,M6H,9,Davenport
1712012,STR-2203-GMLHHG,M5V,10,Spadina-Fort York
1712013,STR-2203-GVSHHH,M6G,11,University-Rosedale
1712014,STR-2203-HCYHHJ,M2J,17,Don Valley North
1712015,STR-2203-HLFHHK,M3C,16,Don Valley East
1712016,STR-2203-HTLHHL,M5V,10,Spadina-Fort York
1712017,STR-2203-FHBVHB,M4J,14,Toronto-Danforth
1712018,STR-2203-FQHVHC,M6E,12,Toronto-St. Paul's
1712019,STR-2203-FXPVHD,M5G,11,University-Rosedale
1712020,STR-2203-GFVVHF,M5V,10,Spadina-Fort York
1712021,STR-2203-GPBVHG,M5B,13,Toronto Centre
1712022,STR-2203-GWHVHH,M4E,19,Beaches-East York
1712023,STR-2203-HDPVHJ,M5S,11,University-Rosedale
1712024,STR-2203-HLVVHK,M6J,10,Spadina-Fort York
1712025,STR-2203-HVBVHL,M5B,13,Toronto Centre
1712026,STR-2203-JCHVHM,M1E,25,Scarborough-Rouge Park
1712027,STR-2203-GQYHHG,M4L,14,Toronto-Danforth
1712028,STR-2203-FYFHHD,M4S,12,Toronto-St. Paul's
1712029,STR-2203-GGLHHF,M4L,19,Beaches-East York
1712030,STR-2203-GPSHHG,M5R,12,Toronto-St. Paul's
1712031,STR-2203-GWYHHH,M1W,22,Scarborough-Agincourt
1712032,STR-2203-HFFHHJ,M4Y,13,Toronto Centre
1712033,STR-2203-HMLHHK,M3J,7,Humber River-Black Creek
1712034,STR-2203-HVSHHL,M4M,14,Toronto-Danforth
1712035,STR-2203-JCYHHM,M5V,10,Spadina-Fort York
1712036,STR-2203-FJHVHB,M5V,10,Spadina-Fort York
1712037,STR-2203-FYVVHD,M2R,18,Willowdale
1712038,STR-2203-GQHVHG,M6G,11,University-Rosedale
1712039,STR-2203-GXPVHH,M5T,10,Spadina-Fort York
1712040,STR-2203-HPBVHK,M5S,11,University-Rosedale
1712041,STR-2203-HWHVHL,M6L,5,York South-Weston
1712042,STR-2203-FJYHHB,M1C,25,Scarborough-Rouge Park
1712043,STR-2203-FZLHHD,M5V,10,Spadina-Fort York
1712044,STR-2203-GHSHHF,M9W,1,Etobicoke North
1712045,STR-2203-HGLHHJ,M5V,10,Spadina-Fort York
1712046,STR-2203-HWYHHL,M1P,21,Scarborough Centre
1712047,STR-2203-JFFHHM,M8V,3,Etobicoke-Lakeshore
1712048,STR-2203-FKPVHB,M6K,10,Spadina-Fort York
1712049,STR-2203-FSVVHC,M5E,10,Spadina-Fort York
1712050,STR-2203-GBBVHD,M5V,10,Spadina-Fort York
1712051,STR-2203-GJHVHF,M5V,10,Spadina-Fort York
1712052,STR-2203-HHBVHJ,M5V,10,Spadina-Fort York
1712053,STR-2203-HQHVHK,M6K,10,Spadina-Fort York
1712054,STR-2203-HXPVHL,M9C,2,Etobicoke Centre
1712055,STR-2203-JFVVHM,M6K,4,Parkdale-High Park
1712056,STR-2203-FLFHHB,M5T,11,University-Rosedale
1712057,STR-2203-FTLHHC,M5V,10,Spadina-Fort York
1712058,STR-2203-GBSHHD,M1V,22,Scarborough-Agincourt
1712059,STR-2203-GJYHHF,M5A,13,Toronto Centre
1712060,STR-2203-GSFHHG,M3A,16,Don Valley East
1712061,STR-2203-GZLHHH,M1L,20,Scarborough Southwest
1712062,STR-2203-HHSHHJ,M5A,13,Toronto Centre
1712063,STR-2203-HYFHHL,M6R,4,Parkdale-High Park
1712064,STR-2203-JGLHHM,M5A,13,Toronto Centre
1712065,STR-2203-FDRBHB,M6R,4,Parkdale-High Park
1712066,STR-2203-FLXBHC,M9B,2,Etobicoke Centre
1712067,STR-2203-GCKBHF,M5V,10,Spadina-Fort York
1712068,STR-2203-GKRBHG,M2J,17,Don Valley North
1712069,STR-2203-GSXBHH,M3A,16,Don Valley East
1712070,STR-2203-HBDBHJ,M6J,9,Davenport
1712071,STR-2203-HJKBHK,M6K,4,Parkdale-High Park
1712072,STR-2203-HRRBHL,M5R,11,University-Rosedale
1712073,STR-2203-HYXBHM,M5V,10,Spadina-Fort York
1712074,STR-2203-FFGPHB,M5J,10,Spadina-Fort York
1712075,STR-2203-FMMPHC,M5V,10,Spadina-Fort York
1712076,STR-2203-FVTPHD,M5V,10,Spadina-Fort York
1712077,STR-2203-GLGPHG,M6P,9,Davenport
1712078,STR-2203-GTMPHH,M6G,11,University-Rosedale
1712079,STR-2203-HBTPHJ,M6N,5,York South-Weston
1712080,STR-2203-HJZPHK,M5A,13,Toronto Centre
1712081,STR-2203-HSGPHL,M3H,6,York Centre
1712082,STR-2203-HZMPHM,M4K,14,Toronto-Danforth
1712083,STR-2203-FWKBHD,M6K,4,Parkdale-High Park
1712084,STR-2203-HCKBHJ,M9W,1,Etobicoke North
1712085,STR-2203-HKRBHK,M1N,20,Scarborough Southwest
1712086,STR-2203-HSXBHL,M5V,10,Spadina-Fort York
1712087,STR-2203-JBDBHM,M4E,19,Beaches-East York
1712088,STR-2203-FGMPHB,M6N,5,York South-Weston
1712089,STR-2203-FPTPHC,M4A,16,Don Valley East
1712090,STR-2203-FWZPHD,M4Y,13,Toronto Centre
1712091,STR-2203-GMMPHG,M5V,10,Spadina-Fort York
1712092,STR-2203-GVTPHH,M1E,25,Scarborough-Rouge Park
1712093,STR-2203-HLGPHK,M5V,10,Spadina-Fort York
1712094,STR-2203-HTMPHL,M5B,13,Toronto Centre
1712095,STR-2203-JBTPHM,M3H,6,York Centre
1712096,STR-2203-FHDBHB,M5A,13,Toronto Centre
1712097,STR-2203-FQKBHC,M2K,17,Don Valley North
1712098,STR-2203-GPDBHG,M8V,3,Etobicoke-Lakeshore
1712099,STR-2203-GWKBHH,M4J,14,Toronto-Danforth
1712100,STR-2203-HLXBHK,M5E,10,Spadina-Fort York
1712101,STR-2203-JCKBHM,M5S,11,University-Rosedale
1712102,STR-2203-FQZPHC,M1E,24,Scarborough-Guildwood
1712103,STR-2203-FYGPHD,M5S,13,Toronto Centre
1712104,STR-2203-GPTPHG,M5V,10,Spadina-Fort York
1712105,STR-2203-GWZPHH,M6K,9,Davenport
1712106,STR-2203-HFGPHJ,M4S,15,Don Valley West
1712107,STR-2203-HVTPHL,M1L,20,Scarborough Southwest
1712108,STR-2203-JCZPHM,M5J,10,Spadina-Fort York
1712109,STR-2203-FJKBHB,M8W,3,Etobicoke-Lakeshore
1712110,STR-2203-FRRBHC,M9V,1,Etobicoke North
1712111,STR-2203-FYXBHD,M5V,10,Spadina-Fort York
1712112,STR-2203-GQKBHG,M4S,12,Toronto-St. Paul's
1712113,STR-2203-GXRBHH,M5V,10,Spadina-Fort York
1712114,STR-2203-HFXBHJ,M9A,2,Etobicoke Centre
1712115,STR-2203-HPDBHK,M5B,13,Toronto Centre
1712116,STR-2203-HWKBHL,M5J,10,Spadina-Fort York
1712117,STR-2203-JDRBHM,M6P,9,Davenport
1712118,STR-2203-FJZPHB,M2J,17,Don Valley North
1712119,STR-2203-FSGPHC,M2N,18,Willowdale
1712120,STR-2203-FZMPHD,M4G,15,Don Valley West
1712121,STR-2203-GHTPHF,M4C,19,Beaches-East York
1712122,STR-2203-GQZPHG,M4L,14,Toronto-Danforth
1712123,STR-2203-HPTPHK,M4L,14,Toronto-Danforth
1712124,STR-2203-HWZPHL,M4E,19,Beaches-East York
1712125,STR-2203-JFGPHM,M6H,9,Davenport
1712126,STR-2203-FKRBHB,M4E,19,Beaches-East York
1712127,STR-2203-FSXBHC,M2R,6,York Centre
1712128,STR-2203-GBDBHD,M6N,9,Davenport
1712129,STR-2203-GJKBHF,M2M,17,Don Valley North
1712130,STR-2203-GRRBHG,M5V,10,Spadina-Fort York
1712131,STR-2203-GYXBHH,M5J,10,Spadina-Fort York
1712132,STR-2203-HHDBHJ,M6K,4,Parkdale-High Park
1712133,STR-2203-HXRBHL,M6J,10,Spadina-Fort York
1712134,STR-2203-JFXBHM,M6H,9,Davenport
1712135,STR-2203-FLGPHB,M5B,13,Toronto Centre
1712136,STR-2203-FTMPHC,M5B,13,Toronto Centre
1712137,STR-2203-GBTPHD,M5V,10,Spadina-Fort York
1712138,STR-2203-GJZPHF,M5A,13,Toronto Centre
1712139,STR-2203-GSGPHG,M5V,10,Spadina-Fort York
1712140,STR-2203-GZMPHH,M5V,10,Spadina-Fort York
1712141,STR-2203-HHTPHJ,M8W,3,Etobicoke-Lakeshore
1712142,STR-2203-HQZPHK,M5R,11,University-Rosedale
1712143,STR-2203-HYGPHL,M1C,25,Scarborough-Rouge Park
1712144,STR-2203-JGMPHM,M2H,17,Don Valley North
1712145,STR-2203-FLYHHC,M5S,11,University-Rosedale
1712146,STR-2203-FVFHHD,M5V,10,Spadina-Fort York
1712147,STR-2203-GCLHHF,M5R,11,University-Rosedale
1712148,STR-2203-GKSHHG,M6E,12,Toronto-St. Paul's
1712149,STR-2203-GSYHHH,M1B,23,Scarborough North
1712150,STR-2203-HBFHHJ,M5G,11,University-Rosedale
1712151,STR-2203-HRSHHL,M3C,16,Don Valley East
1712152,STR-2203-HYYHHM,M1G,24,Scarborough-Guildwood
1712153,STR-2203-FFHVHB,M5S,13,Toronto Centre
1712154,STR-2203-FMPVHC,M5B,13,Toronto Centre
1712155,STR-2203-GDBVHF,M5J,10,Spadina-Fort York
1712156,STR-2203-GTPVHH,M6N,9,Davenport
1712157,STR-2203-HKBVHK,M4M,14,Toronto-Danforth
1712158,STR-2203-FFYHHB,M6N,5,York South-Weston
1712159,STR-2203-FPFHHC,M1K,20,Scarborough Southwest
1712160,STR-2203-FWLHHD,M1L,20,Scarborough Southwest
1712161,STR-2204-GDSHHF,M6S,4,Parkdale-High Park
1712162,STR-2204-GLYHHG,M5V,10,Spadina-Fort York
1712163,STR-2204-GVFHHH,M6R,4,Parkdale-High Park
1712164,STR-2204-HKSHHK,M5V,10,Spadina-Fort York
1712165,STR-2204-HSYHHL,M4Y,13,Toronto Centre
1712166,STR-2204-JBFHHM,M5E,10,Spadina-Fort York
1712167,STR-2204-FPVVHC,M5R,11,University-Rosedale
1712168,STR-2204-GVVVHH,M6G,11,University-Rosedale
1712169,STR-2204-HDBVHJ,M5A,13,Toronto Centre
1712170,STR-2204-HLHVHK,M4E,19,Beaches-East York
1712171,STR-2204-HTPVHL,M6H,9,Davenport
1712172,STR-2204-JBVVHM,M2M,18,Willowdale
1712173,STR-2204-FHFHHB,M5J,10,Spadina-Fort York
1712174,STR-2204-FQLHHC,M2N,18,Willowdale
1712175,STR-2204-FXSHHD,M2N,18,Willowdale
1712176,STR-2204-GFYHHF,M6H,9,Davenport
1712177,STR-2204-HDSHHJ,M1J,21,Scarborough Centre
1712178,STR-2204-HVFHHL,M5V,10,Spadina-Fort York
1712179,STR-2204-JCLHHM,M5N,8,Eglinton-Lawrence
1712180,STR-2204-FHVVHB,M4P,12,Toronto-St. Paul's
1712181,STR-2204-FRBVHC,M4K,14,Toronto-Danforth
1712182,STR-2204-FYHVHD,M3H,6,York Centre
1712183,STR-2204-GGPVHF,M4L,19,Beaches-East York
1712184,STR-2204-GPVVHG,M6R,4,Parkdale-High Park
1712185,STR-2204-HFHVHJ,M8V,3,Etobicoke-Lakeshore
1712186,STR-2204-HVVVHL,M1M,20,Scarborough Southwest
1712187,STR-2204-JDBVHM,M1V,23,Scarborough North
1712188,STR-2204-FJLHHB,M5R,11,University-Rosedale
1712189,STR-2204-FRSHHC,M2M,18,Willowdale
1712190,STR-2204-GHFHHF,M6J,10,Spadina-Fort York
1712191,STR-2204-GQLHHG,M1S,22,Scarborough-Agincourt
1712192,STR-2204-GXSHHH,M6S,4,Parkdale-High Park
1712193,STR-2204-HFYHHJ,M6K,10,Spadina-Fort York
1712194,STR-2204-HPFHHK,M5V,10,Spadina-Fort York
1712195,STR-2204-HWLHHL,M6G,11,University-Rosedale
1712196,STR-2204-JDSHHM,M6J,10,Spadina-Fort York
1712197,STR-2204-FKBVHB,M5S,11,University-Rosedale
1712198,STR-2204-GHVVHF,M5A,13,Toronto Centre
1712199,STR-2204-HGPVHJ,M5E,13,Toronto Centre
1712200,STR-2204-HPVVHK,M5V,10,Spadina-Fort York
1712201,STR-2204-HXBVHL,M8W,3,Etobicoke-Lakeshore
1712202,STR-2204-FSYHHC,M9R,2,Etobicoke Centre
1712203,STR-2204-GBFHHD,M2N,18,Willowdale
1712204,STR-2204-GJLHHF,M5J,10,Spadina-Fort York
1712205,STR-2204-HHFHHJ,M5B,13,Toronto Centre
1712206,STR-2204-HXSHHL,M5V,10,Spadina-Fort York
1712207,STR-2204-FLHVHB,M1T,22,Scarborough-Agincourt
1712208,STR-2204-FTPVHC,M6H,9,Davenport
1712209,STR-2204-GKBVHF,M9B,2,Etobicoke Centre
1712210,STR-2204-GSHVHG,M4Y,13,Toronto Centre
1712211,STR-2204-HHVVHJ,M6H,9,Davenport
1712212,STR-2204-HRBVHK,M6G,11,University-Rosedale
1712213,STR-2204-HYHVHL,M6H,9,Davenport
1712214,STR-2204-GLZPHG,M9B,2,Etobicoke Centre
1712215,STR-2204-JGPVHM,M5G,11,University-Rosedale
1712216,STR-2204-FDTPHB,M6P,9,Davenport
1712217,STR-2204-FVGPHD,M6E,9,Davenport
1712218,STR-2204-GKTPHG,M2K,17,Don Valley North
1712219,STR-2204-GSZPHH,M5A,13,Toronto Centre
1712220,STR-2204-HBGPHJ,M9R,2,Etobicoke Centre
1712221,STR-2204-HJMPHK,M5J,10,Spadina-Fort York
1712222,STR-2204-HRTPHL,M6J,10,Spadina-Fort York
1712223,STR-2204-HYZPHM,M2N,18,Willowdale
1712224,STR-2204-FFKBHB,M8V,3,Etobicoke-Lakeshore
1712225,STR-2204-GDDBHF,M4P,12,Toronto-St. Paul's
1712226,STR-2204-GTRBHH,M4N,15,Don Valley West
1712227,STR-2204-HBXBHJ,M5V,10,Spadina-Fort York
1712228,STR-2204-HKDBHK,M1W,22,Scarborough-Agincourt
1712229,STR-2204-HSKBHL,M5V,10,Spadina-Fort York
1712230,STR-2204-HZRBHM,M4M,14,Toronto-Danforth
1712231,STR-2204-FPGPHC,M9B,2,Etobicoke Centre
1712232,STR-2204-FWMPHD,M6G,11,University-Rosedale
1712233,STR-2204-GVGPHH,M6E,12,Toronto-St. Paul's
1712234,STR-2204-HCMPHJ,M5A,13,Toronto Centre
1712235,STR-2204-HKTPHK,M8W,3,Etobicoke-Lakeshore
1712236,STR-2204-HSZPHL,M6P,4,Parkdale-High Park
1712237,STR-2204-JBGPHM,M6H,9,Davenport
1712238,STR-2204-FPXBHC,M6H,9,Davenport
1712239,STR-2204-FXDBHD,M4E,19,Beaches-East York
1712240,STR-2204-GVXBHH,M5J,10,Spadina-Fort York
1712241,STR-2204-HDDBHJ,M5V,10,Spadina-Fort York
1712242,STR-2204-HLKBHK,M2K,17,Don Valley North
1712243,STR-2204-HTRBHL,M5V,10,Spadina-Fort York
1712244,STR-2204-FHGPHB,M2N,18,Willowdale
1712245,STR-2204-FQMPHC,M1C,25,Scarborough-Rouge Park
1712246,STR-2204-FXTPHD,M1M,24,Scarborough-Guildwood
1712247,STR-2204-GFZPHF,M5J,10,Spadina-Fort York
1712248,STR-2204-GPGPHG,M5R,11,University-Rosedale
1712249,STR-2204-GWMPHH,M5V,10,Spadina-Fort York
1712250,STR-2204-HDTPHJ,M5S,11,University-Rosedale
1712251,STR-2204-HLZPHK,M4Y,13,Toronto Centre
1712252,STR-2204-HVGPHL,M3B,16,Don Valley East
1712253,STR-2204-JCMPHM,M5J,10,Spadina-Fort York
1712254,STR-2204-FHXBHB,M6H,9,Davenport
1712255,STR-2204-GGRBHF,M4S,12,Toronto-St. Paul's
1712256,STR-2204-GXDBHH,M4K,14,Toronto-Danforth
1712257,STR-2204-HFKBHJ,M5A,13,Toronto Centre
1712258,STR-2204-HMRBHK,M6J,10,Spadina-Fort York
1712259,STR-2204-JDDBHM,M6E,12,Toronto-St. Paul's
1712260,STR-2204-FJMPHB,M5V,10,Spadina-Fort York
1712261,STR-2204-FYZPHD,M5V,10,Spadina-Fort York
1712262,STR-2204-GHGPHF,M4K,14,Toronto-Danforth
1712263,STR-2204-GXTPHH,M6G,11,University-Rosedale
1712264,STR-2204-HFZPHJ,M4S,15,Don Valley West
1712265,STR-2204-HPGPHK,M5V,10,Spadina-Fort York
1712266,STR-2204-FKDBHB,M6J,10,Spadina-Fort York
1712267,STR-2204-FSKBHC,M4W,11,University-Rosedale
1712268,STR-2204-FZRBHD,M5V,10,Spadina-Fort York
1712269,STR-2204-GHXBHF,M5A,13,Toronto Centre
1712270,STR-2204-GRDBHG,M1G,24,Scarborough-Guildwood
1712271,STR-2204-HGRBHJ,M6R,4,Parkdale-High Park
1712272,STR-2204-HPXBHK,M5V,10,Spadina-Fort York
1712273,STR-2204-HXDBHL,M6J,11,University-Rosedale
1712274,STR-2204-JFKBHM,M8V,3,Etobicoke-Lakeshore
1712275,STR-2204-FKTPHB,M8V,3,Etobicoke-Lakeshore
1712276,STR-2204-FSZPHC,M8Y,3,Etobicoke-Lakeshore
1712277,STR-2204-GBGPHD,M9N,5,York South-Weston
1712278,STR-2204-GYZPHH,M5B,13,Toronto Centre
1712279,STR-2204-HXTPHL,M5A,13,Toronto Centre
1712280,STR-2204-JFZPHM,M8W,3,Etobicoke-Lakeshore
1712281,STR-2204-FLKBHB,M6M,5,York South-Weston
1712282,STR-2204-FTRBHC,M5J,10,Spadina-Fort York
1712283,STR-2204-GBXBHD,M5J,10,Spadina-Fort York
1712284,STR-2204-GKDBHF,M4J,14,Toronto-Danforth
1712285,STR-2204-GSKBHG,M6J,10,Spadina-Fort York
1712286,STR-2204-GZRBHH,M5V,10,Spadina-Fort York
1712287,STR-2204-GPHVHG,M8Y,3,Etobicoke-Lakeshore
1712288,STR-2204-HRDBHK,M5V,10,Spadina-Fort York
1712289,STR-2204-HYKBHL,M5R,11,University-Rosedale
1712290,STR-2204-FDVVHB,M1N,20,Scarborough Southwest
1712291,STR-2204-FMBVHC,M5V,10,Spadina-Fort York
1712292,STR-2204-FVHVHD,M5V,10,Spadina-Fort York
